V2,V3,V4,V7,V9,V10,V11,V12,V14,V16,V17,V18,Class
-0.674892176,-0.91195823,-1.618610583,-1.174097813,0.36043833,0.283320802,1.009479851,-3.173453482,1.411896453,1.533236344,0.445983338,-0.866406154,0
-0.090667552,1.749059389,-2.24731709,-0.00717101,0.220335939,-0.887681905,1.456874437,-3.362795682,1.438596929,0.443631828,1.679013773,-3.234300209,0
-0.62899179,0.372997951,-0.573623064,-0.588319761,0.474530716,0.144824069,0.574230696,-2.93365795,1.221205905,1.064884546,1.013583107,-1.609380739,0
-0.689148704,0.534624504,-0.635736701,-0.873022743,0.430377679,0.010278732,1.788194141,-2.480393765,1.343845475,-0.068172995,2.135137245,-3.28298497,0
-0.552829303,0.664334791,-0.605804247,-0.874678204,0.415172443,0.389673988,2.492505795,-2.874984464,1.734830838,1.167057033,1.041515453,-1.117339883,0
2.345343203,-0.919444511,1.107645038,-0.238774543,0.55443409,-0.273545757,0.329546582,-1.670250765,2.658595187,-0.578531479,1.321910525,-0.283780496,0
-0.576561715,0.530355368,-0.684109698,-0.96455236,0.579189173,0.4249011,2.045061336,-3.472442547,1.895509643,1.302320115,0.976204856,-0.90229642,0
0.148772028,1.171742032,1.309365669,-0.5052449,1.611909444,-0.491358076,0.877232586,-1.725910893,1.286003262,0.174164888,0.294538214,0.094069823,0
1.787905,0.864684416,-0.122310964,0.43669615,1.52035508,0.560862901,2.139002233,-2.285315168,0.973087578,0.578678579,0.352657619,0.733858109,0
0.39681738,0.747786715,1.599570498,0.167445106,1.100924522,-0.351816561,1.150067093,-1.708864279,1.635358382,-0.06869618,0.405649651,-0.064690719,0
-0.02601807,2.416341333,3.272713074,-1.247289884,2.278284072,-0.166910021,-0.529282558,-1.445032646,-0.063765415,0.032897037,0.755441132,0.057787668,0
-0.995465738,0.250333614,-0.2032821,-0.187304479,0.400695611,0.21083678,0.432077449,-2.780469476,1.678194229,-1.234437784,0.730928433,1.049878319,0
0.398131419,1.81565525,2.990707602,-0.62606742,1.336733271,0.115637041,0.326892688,-2.103605032,0.991868627,0.484373752,0.422632246,-0.064063165,0
-0.109139516,0.357630864,2.91775593,0.653572492,0.249614954,0.15857856,0.614127376,-2.049955217,1.675513314,0.573918104,0.096029645,-0.241416974,0
1.867744694,1.441097731,3.11546376,0.80688731,-0.952899929,-0.0149262,0.621261343,-2.696877491,2.257466053,-0.426098363,1.1923075,0.070500469,0
-0.332092816,0.006240189,-0.879708448,-0.46324254,3.036168582,-1.459940381,-0.58997325,-2.403425798,1.50068599,-0.580869247,0.49299512,0.366323795,0
1.409501452,0.383805016,0.465424304,-0.678420797,0.79101807,-1.008734723,1.391843233,-2.477801112,3.025099877,0.896102807,0.444163975,1.214172884,0
-0.09763791,1.832394575,-3.782073238,0.419176372,3.010603743,-2.537070504,2.077836242,-1.888225636,1.604180366,-0.118506112,-0.257525426,0.835623694,0
1.169091457,2.73824086,1.242162665,0.443834673,-0.210182432,-0.451846424,1.756894932,-1.698758042,1.280910983,1.495655837,-0.800346846,0.716249763,0
-0.939439167,1.182289064,0.462836205,-0.689804283,2.216904231,-0.653452076,2.031444624,-1.765391111,1.416604039,0.337015541,0.538041192,0.461458199,0
0.886176696,0.962429839,0.085092156,-0.082210677,1.048297758,-1.223969462,-0.47225005,-1.778408144,1.205110618,-0.816693767,1.285774557,-0.373982346,0
-0.006355923,1.206842272,-0.833566757,0.727694425,1.495626517,-0.74904871,0.328881478,-3.106661285,1.682525198,0.463147485,0.189501443,-0.159630885,0
0.155285987,1.467917806,2.00463792,-0.723182108,1.088655194,0.249493319,2.02418689,-1.848830175,1.376358764,0.854442883,0.152106676,0.546625037,0
-0.441964566,0.676609189,1.752293829,-0.352736371,2.290818799,-0.668345314,-0.513092362,-2.415168136,1.193140164,-0.638086668,1.023541966,-0.318149381,0
-0.747308391,1.399347379,-1.690769631,-0.039210018,0.188049308,-0.721435082,0.933715539,-3.287431963,1.802579228,-2.878406627,2.231518954,-0.927894803,0
1.537872341,1.237295695,0.070707194,0.231227757,0.958037759,-0.325673738,2.366502392,-2.082827516,1.25224862,0.560284139,0.570011299,0.686970685,0
-0.904991956,1.056122326,0.612139709,-0.584165574,2.646529446,-0.872556332,-0.043160786,-2.546615908,1.153418385,-0.070823745,0.949490974,-0.185194908,0
0.225924004,-0.042877445,0.988441006,-0.181622953,1.180975156,-0.171473816,1.160210293,-2.298821263,2.021976205,0.44235478,-0.166038731,0.758038196,0
0.318627919,0.302019379,0.717709154,-0.163827798,1.210511804,-0.462339233,2.134263648,-2.152667742,1.497523311,0.784678606,0.40453882,0.686186883,0
-0.219178809,-0.17991515,0.376612303,-1.220414336,2.045119263,-0.516509167,0.382142991,-2.204371615,1.220866973,0.376936644,-0.014488874,0.659411987,0
0.337966026,1.235603184,1.48152547,-0.710617898,2.131438856,0.06423324,2.126814753,-1.493792769,1.141077603,-0.316724435,0.698428469,0.38399577,0
0.559144128,0.133064202,0.686504947,0.080402939,1.142219013,-0.696664606,0.394276542,-1.72937985,0.790624634,0.620986365,0.334695533,0.058074086,0
-0.463622347,2.289668516,3.122320402,-1.506677629,2.189204067,-0.079993631,1.416838153,-1.232785607,0.449766919,-0.296888458,1.141673038,-0.190528543,0
1.068828667,1.818995468,0.079289582,0.617665596,1.311588461,-0.232122498,1.280284979,-2.756840222,1.525342824,-0.582773332,0.951380033,-1.04249775,0
1.520180287,1.342008421,0.097719078,0.176218793,0.583862992,-0.442225641,2.36799515,-1.434205196,1.959316094,0.392656672,0.300824746,0.327687573,0
1.10439865,1.824597948,2.798457475,-0.489980829,-0.604928277,-0.005463046,2.968880404,-1.632031248,2.243444194,-0.805856987,1.757879085,-1.088133418,0
1.17234856,1.446572809,1.116834566,0.773918416,0.6057322,-0.161103105,1.707950026,-0.891427374,0.956752836,-0.984226473,0.569317834,0.079419585,0
1.982823403,-0.119282945,-0.174379793,-0.744529051,0.912370839,-0.505651243,0.441972706,-2.890250789,2.937786986,1.135078344,0.273793709,1.141012919,0
1.19557798,1.157257716,0.088743887,0.278628743,0.623169807,-1.472917909,0.662507248,-2.536185746,1.471067491,0.299497286,1.086702703,-0.232389374,0
1.501079043,0.84901247,3.102251048,-0.456751079,-1.02194794,-0.021460888,1.929409291,-1.93419727,2.62665329,0.130106502,0.630578822,0.626739798,0
0.572895223,2.61243484,0.20706664,0.283769796,2.138030362,-0.338298083,-0.254974815,-2.886996789,0.482624341,-0.027232123,0.205910375,0.351685605,0
0.831748571,0.156819792,0.337590018,0.289884017,1.005670733,-0.17411078,0.413809772,-2.727075578,1.364232539,-0.708373798,0.481480794,0.470737697,0
0.519721675,1.993696725,-1.017972649,0.467878654,1.426345378,-0.909702384,1.536570017,-2.568068869,1.485926366,1.348618181,-0.899185407,0.830346993,0
0.206753245,0.284115329,1.233477935,0.006512116,1.494200704,-0.567121031,-0.017214661,-1.828442146,1.368682733,-0.270425137,0.464566927,-0.461149704,0
-0.083200725,1.030199771,1.448940658,-0.71877012,2.198117905,-0.566886039,-0.423693368,-2.361176753,1.102966237,0.057251779,0.457716064,0.061739943,0
1.140105575,1.412193154,0.281321553,0.516874367,1.089442048,-0.841280334,0.513496829,-3.280043402,1.266082863,0.41379628,0.816095128,0.294761217,0
-1.356122188,0.717365835,-1.418804277,-0.394421729,3.776475966,-2.111547254,0.853676943,-1.692605448,1.485932804,-0.90007827,0.885856464,0.566905285,0
-0.177540917,0.928538153,0.215266039,-0.632664768,1.62718406,-0.375620461,2.554365328,-2.26883566,2.069172709,0.426863033,0.506170418,0.020287106,0
0.458543623,2.965360495,0.646257979,-0.464031375,1.719575026,-1.003988942,0.66837718,-2.449015672,0.999558188,0.523306831,-0.000660162,1.683347554,0
0.218715814,1.050233026,0.307778913,-0.42082196,1.067036371,-0.891562663,2.582739521,-1.362314203,1.904224086,-1.308565704,1.899403105,-1.617972868,0
-0.034899447,1.586492263,2.06275676,-0.50759936,2.334365229,-0.831250243,0.500755968,-0.77553382,0.516179881,-1.378820767,1.640182467,-1.381590213,0
0.791337913,1.83635371,0.28613028,1.325709182,1.937907609,-0.148805223,0.038534943,-3.498223431,1.095542314,-0.511575021,0.656024049,-0.102926568,0
1.25863754,1.466269714,1.858799638,0.472154259,1.328050097,0.059441176,0.170700949,-3.270082729,1.65432214,-1.461877063,1.675875779,-0.168836706,0
1.682019518,2.090862637,2.957528013,0.568653893,-0.364429553,0.436720117,0.698066087,-2.230755847,1.436679587,-0.073084176,0.635080261,0.007949044,0
0.140611805,1.48095853,-1.135779257,0.517701949,0.624232081,0.326630181,2.354726598,-3.697394926,-0.285861527,0.789047153,1.704232695,-0.606051159,0
2.004241421,-0.43256432,1.105979532,0.191379836,0.424235338,-0.381207285,0.571163062,-1.476857509,2.275026529,-0.714143268,1.122805183,-0.388650441,0
0.734520859,0.517751159,-2.455184431,0.52099371,1.96595612,0.216301404,0.998952335,-2.998138927,0.766126227,0.60814317,-0.76829506,0.260540991,0
-0.885235867,1.125174298,-0.213769281,-0.126579461,1.994958077,0.382590806,0.663079121,-1.763252281,0.608168089,-0.385899482,0.187254566,-0.737092126,0
-0.972818546,1.245014035,-0.146869802,-1.067591645,1.207765197,0.007466081,0.38131336,-2.560887623,0.536985788,0.980844836,1.173599598,-1.066297121,0
0.220430452,2.864191766,-0.255487616,-0.529613578,1.397728511,-1.351037037,2.676417194,-1.772679389,1.41380903,-0.833568052,1.45468485,-1.253947492,0
-0.067608773,0.393557137,-0.357817993,1.047561651,1.849407205,0.192094296,0.547745601,-1.784746292,0.755912795,-0.19749357,0.266150332,-0.625977557,0
0.363689376,0.368128681,2.909297059,-0.383226005,1.138686383,-0.134347994,1.511337497,-3.073364948,0.777903037,0.536569814,1.490429019,0.680285126,0
1.056823318,1.481337796,0.162603906,0.735242649,1.058229,-0.90673937,-0.39176285,-1.899290486,0.918413458,-0.269268578,0.404362489,-0.150723016,0
0.965170128,2.186306727,0.804590416,0.638238935,0.64519941,-0.469984566,1.499462839,-2.121100971,1.426215462,-0.770105183,1.031260927,-0.666232737,0
0.343190859,1.541900274,-0.150505946,0.108583979,1.119125086,-0.580085419,2.536353302,-3.108281136,2.228865493,-0.735898383,1.217344139,-1.11299591,0
-0.233352498,1.34782267,1.825214504,-0.87765016,2.5938118,-0.554807275,1.180062832,-1.948533288,1.303303977,-0.881244609,1.374233923,-0.328757737,0
0.784601748,1.573751488,-1.157174891,0.143469311,1.565023007,-0.548159255,2.315979272,-2.593324324,1.866138334,0.527088486,0.231342947,0.078511376,0
1.425299573,0.783491977,0.031600545,-0.023579225,0.883704433,-0.633082165,2.000727565,-2.491299687,1.734339371,0.522957858,0.88783756,0.480974277,0
0.100159994,1.27142684,1.499163063,-0.484151634,0.217277952,-0.602636791,2.325038086,-1.887597358,2.529961463,-0.479433805,1.011358483,0.538378716,0
0.646201946,-0.11694014,2.528171752,-0.243731809,0.772798553,-0.208325287,0.784218697,-1.900217749,0.075420367,0.795852062,0.805627466,0.752610825,0
-0.011583531,-0.014258486,-0.708563759,0.011001589,2.169305301,-1.250322235,2.511456722,-0.876085156,1.927172318,-1.257943228,0.895357157,-0.005028404,0
-1.069541804,0.814109093,-1.265198685,-1.19356993,-0.906242829,1.106312128,2.642622471,-1.937115241,1.053157461,-0.361562312,1.117385171,0.101544403,0
-0.503222375,1.695198226,3.278349029,-0.713572458,2.033665838,-0.072028567,-0.580656745,-2.756508236,0.89099134,0.275648248,0.738685464,0.122761763,0
0.355722171,0.446984751,0.709563585,-0.004629131,1.302429704,-0.450715242,0.354846629,-2.0879586,1.565719965,0.400906326,0.105470666,-0.154279443,0
0.185474949,1.85702487,2.625659113,-1.050536049,1.078231736,0.410753503,2.237912077,-2.310506402,1.64748312,1.168253631,-0.044722512,0.838384789,0
1.211306684,1.11260479,-1.172417136,-0.246811323,1.588838323,-0.459994295,2.190390154,-2.4212315,2.112631402,0.626088523,0.391988132,0.099746627,0
-0.3005038,-0.288759773,-1.471875585,2.082295022,1.534544392,-2.274714998,2.060110699,-1.08717253,2.138028893,-0.873018471,0.709485098,0.316305626,0
-0.118521726,2.613308527,1.982846297,0.337624275,1.962415104,-0.88117609,-0.246096409,-2.32439119,0.601277659,-1.705465517,1.822537277,-0.671711448,0
0.115204644,-1.077774919,0.163853521,-0.518696136,1.199308915,-0.309978237,0.7713346,-2.481793403,1.90934345,0.406618728,-0.225433127,0.659313757,0
1.190196883,1.590136111,-0.039889169,0.39674848,0.842852552,-0.242671703,2.463029745,-1.854217683,1.762491963,0.060444129,0.366011632,-0.028986751,0
3.621090181,0.497893734,-2.236008614,0.751458262,4.425214282,4.649105885,3.10734049,-1.532375721,-0.29308773,-0.180158475,-0.404706244,-0.450980941,0
0.872416688,1.216558752,-0.191671891,0.337360847,-0.647167171,0.615939965,1.436144998,-2.803006932,1.301990042,-0.515981831,2.102688859,-1.655745454,0
0.621742534,2.141567321,0.571722441,0.599055379,0.962735262,-0.560444744,1.539182898,-2.445746603,1.472222177,-0.436344011,0.647600023,0.526787891,0
0.639213296,-0.086075347,1.518431086,0.259749891,1.164996738,-0.837204873,1.315516462,-2.622223305,0.953895794,-0.111296999,1.665755476,-0.025742536,0
1.825910356,1.851324455,3.115627724,-0.069457874,-0.219419409,1.223272536,2.100244498,-2.097693702,1.626677049,-0.072305017,0.560208953,0.782325043,0
-2.167468191,2.002252051,-1.947268445,-0.436780227,3.399906777,-1.383895903,0.693089409,-2.702768264,1.073373656,0.255896267,0.173584671,0.565554061,0
1.919135273,-0.364439976,1.154583139,-0.632993288,0.620567268,-0.280382305,0.620817604,-0.997778987,2.114661372,-0.363352,1.026775833,0.464490221,0
0.399819861,0.664385043,0.818366073,0.000319073,1.258326563,-0.449883349,0.809090818,-1.885964419,1.578821048,0.252342884,0.280559113,-0.326129804,0
2.67885277,0.105978989,2.330774153,-0.893054708,-0.657129584,-0.036312221,1.244103026,-1.470486076,2.878518716,1.090414092,0.574205737,0.740146476,0
0.700442644,1.135327834,1.106486315,0.798249936,0.232755822,-0.45902373,1.673076702,-2.332950566,2.160262023,-0.180817747,0.438610748,0.291103521,0
0.460999835,2.151224657,0.222666443,0.523569219,1.115665232,-1.246957226,0.541086578,-2.051660154,1.250162574,-0.352141821,0.731843182,-0.507823753,0
1.230479358,2.353459787,0.914616995,1.126410919,1.191867167,0.395068544,1.53379158,-2.150767135,0.750871174,-0.929251145,0.548646943,-0.456063109,0
0.383511859,1.056911091,2.726359779,-0.494482312,1.317550978,0.147287306,-0.763892783,-2.574460116,1.017347367,0.653057098,0.063135741,0.385987518,0
0.989553148,1.729472182,0.308078215,0.580413047,1.265077622,-0.797827268,0.372797691,-2.2165863,1.211496197,-0.752444303,1.051186691,-0.730091946,0
-0.158247647,1.247017081,1.32483366,-0.948079351,2.18817709,-0.399647976,1.500294923,-2.245933914,1.613631205,0.126386514,0.488845024,0.56899488,0
0.821551586,1.639028074,0.459892211,0.55222633,1.194654906,-0.821087895,0.293693441,-1.852331333,1.048911922,-0.447647105,0.724176449,-0.379264408,0
1.52430803,0.646657576,1.137064767,2.01024459,2.495890622,1.151501134,0.576758289,-2.939901726,0.471151173,-1.321844848,0.798985289,-0.530178025,0
-0.714583988,1.113382823,0.581706263,-0.460842116,2.335070116,-0.9273292,0.309138658,-1.447883096,0.739195135,-0.169458217,0.831001459,-0.44138911,0
0.264072849,3.521598763,1.409309126,-0.515097818,1.923711619,-0.983192134,-1.030851471,-3.101025398,0.39396244,0.202176073,0.887516453,-0.054417362,0
-0.229946241,-0.591332174,-0.890407124,-0.217669184,-0.10579961,0.472348055,1.282629264,-2.631348654,1.57086715,1.267882994,0.368468199,-0.447229167,0
0.293559542,0.673458931,1.687790455,0.03676939,1.491882803,-0.51651068,0.770865973,-1.659105112,1.446727428,-0.863944704,1.093300021,-0.85612334,0
0.085560389,2.415083815,1.245555665,-0.684874124,2.120304596,-0.893502182,0.71511829,-2.277841081,0.93555668,-1.413228399,1.871119439,-0.982984474,0
0.239643504,0.066752088,1.173638955,0.076837663,1.223538698,-0.131553551,1.62125913,-2.818075492,2.50364852,0.281231853,0.123889192,0.828870712,0
0.306937455,-0.039835448,0.520588919,-0.194539295,1.283421721,-0.455523477,1.372538505,-2.479504052,1.466197026,1.031038167,0.107587208,0.968299717,0
1.159512964,1.276106989,0.202237625,0.377048363,1.294442638,-0.567148717,0.746522352,-3.214842629,1.238131356,0.104055945,1.089064023,-0.160360334,0
-2.428272218,0.420478859,0.042102344,-0.017824774,3.186171687,-1.721117253,0.794110051,-2.212849467,1.666320881,-0.700636873,1.061704947,0.312661249,0
0.537915357,0.941918514,-0.93208864,-0.123593885,1.386084722,-1.102040782,0.131797191,-1.678249258,1.169458323,0.924431648,-0.32882401,-0.165877095,0
0.226329159,0.649844155,1.704897654,0.064715607,1.489402227,-0.526319669,0.771167703,-1.658237677,1.451495328,-0.861167005,1.093924389,-0.851808414,0
1.547205694,-1.841790169,1.663004745,0.543582762,1.006058422,-1.37569469,2.944077185,-3.578891275,-1.478046269,0.904356331,3.582991206,2.192288036,0
0.036669532,2.116982388,-2.786041237,0.370046193,3.20908729,-1.196676641,1.992095473,-2.729864078,1.310164362,0.385011986,-0.175244932,1.235604526,0
-0.077488002,0.76156419,0.893308818,-0.53532247,2.124317526,-0.595671905,-0.526772384,-2.256507793,1.013060931,0.192560275,0.300794732,0.343073113,0
-0.333007909,0.658420317,1.206739618,-0.528176735,1.71355537,-0.247606238,1.73919757,-2.911838469,2.265610595,0.488739154,0.188381975,0.945768906,0
0.308913531,1.361259173,0.768113804,0.203240271,1.023863058,-0.795482934,-0.405428669,-1.964547023,1.06609157,-0.508362536,0.640833008,-0.023633788,0
-0.289438823,-0.307632153,-0.763133114,-0.145229784,-0.207015859,0.436156152,1.384930216,-1.716084253,1.673869764,-0.978450563,0.077220962,1.376064846,0
-1.548411277,0.250241119,-1.764123742,-0.529883724,1.491045029,-0.689527599,1.956101524,-0.8914114,1.273562705,-1.924615616,0.604853427,2.010460798,0
1.044498299,1.579962392,-0.013186708,0.443561568,0.745233713,-0.492404437,1.847223225,-2.293526148,1.872809651,0.489853295,0.00198104,0.597922298,0
1.384183248,2.852126961,3.203642785,-0.986359874,1.273645321,0.08482473,-1.165103047,-2.507696766,0.434824373,-0.460927896,1.244967983,0.481644943,0
0.494678071,1.524499708,1.528208442,0.033475845,0.558113207,-0.488112634,2.300199808,-1.261264788,1.687509766,-1.317834411,1.445690781,-0.40050001,0
1.293167373,1.485315536,0.188854873,0.810909487,1.219917557,-0.363181129,0.862141823,-2.629952877,0.713659275,0.248093133,0.624190018,0.083357453,0
-0.141954934,1.956287095,1.608479263,-1.19896273,2.136049089,-0.449701333,2.18214208,-0.918959369,0.89863897,0.040100364,0.492721212,0.522952106,0
0.912064358,0.570648733,-0.180037546,0.286730093,1.436794677,0.049114842,1.330961834,-3.03613357,1.178243451,0.654617205,0.298947993,0.734316393,0
1.592958625,1.038502206,1.350263485,0.596691197,1.788844648,0.873164268,0.526476044,-2.068314517,1.015603706,-1.321570551,1.272627997,-0.551039675,0
1.538351365,0.936134627,1.119278714,0.488494312,0.62633416,-0.089915138,1.587467194,-0.725240831,1.200579222,-0.869821548,0.72492326,0.100806614,0
0.234645997,0.95965816,-0.399607149,0.749743365,1.171111664,-0.885338546,-0.424118125,-2.166869088,1.042113767,0.000253625,-0.14657292,-0.160473972,0
0.208667264,-0.556084832,-0.107826115,3.42882639,0.937382325,-1.255383726,-0.432867972,-2.257692917,1.218566908,0.274564913,0.000844724,-0.01945805,0
1.287595062,1.794446681,1.062408988,1.096640856,2.25651161,1.820774622,2.299542899,-2.551249843,0.730943331,-1.404206965,0.713673667,0.038530956,0
1.711137597,1.3222865,1.048584403,0.733685608,2.279221083,1.904913073,2.17518796,-2.380921279,0.976544252,-1.301689436,0.873126443,0.059310673,0
1.155699725,1.264235586,-2.822906269,0.861930302,1.998795634,-1.964557434,1.183851304,-1.212885528,1.40046635,-0.19757259,0.148686347,-0.456167836,0
0.40787138,0.232650121,1.384446113,0.03367402,1.447721384,-0.527118144,-0.12827677,-1.598140373,1.20375871,-0.567081314,0.621035584,-0.584485282,0
0.171220172,1.589621167,1.61586861,-0.553961039,1.961806134,-0.611648568,0.666850016,-1.241012088,0.843178729,-0.106277507,0.531223285,-0.051486209,0
1.155111348,-0.360368226,0.353367662,-0.020676325,1.033483817,-0.096038772,0.295492764,-2.556136067,1.608285326,-0.589291045,0.636873502,0.487496631,0
-1.346511235,0.734996531,-1.235367823,-1.450792187,-0.355659459,1.231350455,1.607912926,-3.53666941,1.392800181,0.186377005,0.811557689,1.36182676,0
-0.357026042,2.85323496,2.214490667,0.104011625,1.635444441,-1.174691362,0.2464488,-1.811624025,0.754885903,-1.805162547,2.123255132,-0.858199577,0
-0.713973715,1.352666944,-1.018760069,-0.470510804,0.432965516,0.465966593,0.992095965,-1.898295745,0.709234022,-1.599062872,0.221164884,1.263085276,0
0.228191084,1.261547485,-0.868134479,-0.005619447,1.37331002,-1.199807237,2.889411019,-1.233400356,1.967402032,-1.365165359,1.244183564,0.272890273,0
1.67883141,0.613534962,3.556261775,-1.510733306,0.046624545,-0.604701275,-0.433585698,-1.960654507,2.483524526,0.256670947,2.044727834,0.16508901,0
1.358599431,0.094624443,-0.198501488,-0.059620686,1.460598897,0.134123389,1.208480719,-2.86724463,1.421023365,0.76057694,0.456962962,0.751359489,0
0.800523421,0.679301359,-0.369656662,1.368913839,0.625090889,-0.318246637,1.258502592,-2.944404385,1.929126392,0.153014639,0.068629911,0.513318196,0
0.766540896,1.222540417,0.245321422,-0.143254306,0.793200797,-0.543836765,2.115709585,-1.56900785,1.881389236,0.583151174,-0.021274658,0.346281963,0
6.224859065,-2.913981316,-4.15404692,0.031021734,7.783715685,9.65628937,1.616769888,-2.630708209,-1.251338398,0.033194864,-0.95259141,-0.21713342,0
1.021693415,1.871526243,0.033744334,0.437814576,0.660179084,-0.575922793,2.510147856,-2.127138969,1.97846066,0.022529167,0.492603756,0.007779301,0
-0.296075321,2.316267639,0.686719942,-0.02047129,1.931051033,-1.420721598,1.305758895,-1.472286899,0.973535386,-0.951626161,1.202912467,-0.819723686,0
-0.910000235,2.39735482,1.761383269,0.238149044,2.444670978,-1.194900461,1.351751867,-1.829229128,0.637803696,-0.960715988,1.608265772,0.379658102,0
2.333982525,-2.123759303,1.754215977,0.398727325,0.864422452,-1.002457919,3.460344564,-2.174537921,-1.723740397,1.023215816,3.526285029,2.212397703,0
-0.525130711,1.75240032,-1.64851223,0.323610505,0.985560107,-0.874331023,1.02353104,-1.533091675,0.875982588,-3.575712694,1.878066028,0.672423312,0
0.012083841,2.931365737,1.357844778,-0.48619801,2.663992547,0.081409034,0.213696617,-2.753093495,0.311766533,-0.637711014,0.744680428,0.395394565,0
0.420346453,2.036748034,1.025975741,-0.409030981,0.574143547,-0.935812727,1.826869411,-2.187985429,2.113142572,0.316896359,0.503695505,1.036326725,0
0.417665193,0.419819782,0.847285262,-0.084684223,1.315724825,-0.696981625,1.100333011,-2.193770496,1.178083268,0.157473796,1.006117633,-0.473085924,0
0.436430808,2.219708399,1.65591493,0.136343784,2.210864022,-0.742073806,-1.136707397,-2.960215314,0.674160736,-1.438445892,1.537817258,-0.361617646,0
1.600307548,1.395368416,0.453965642,0.717814243,1.434829759,0.236111596,0.825445359,-2.957853704,0.788858079,-0.04857482,0.880172063,0.225581242,0
0.036387553,1.621854425,1.625470651,-0.726417732,2.15649513,-0.613521558,0.832999569,-1.833254657,1.16200315,-0.393367808,0.964316169,-0.396212085,0
0.753420055,0.354434685,-0.466388014,-2.140715984,-0.105186704,-0.300185493,1.441718754,-3.145592752,2.738776188,1.803721499,1.595152037,0.496625783,0
1.377483616,1.338239687,0.891679828,0.080856553,0.35709579,-0.538211411,1.735676892,-1.925710997,2.184028949,0.204124972,0.320822952,1.011771822,0
1.171922488,-2.25616515,-0.086509305,-1.200451781,0.614737173,-0.678939917,0.174541583,-2.035177256,2.813969485,0.822599929,0.433554389,0.65309683,0
-1.140760054,2.336973956,-2.374974726,0.169728177,3.022990957,-2.031609907,1.722197516,-2.483955165,1.207945587,-0.947795199,1.199323859,-1.024238023,0
-2.489508549,0.705665514,2.784375145,0.022338378,1.558297875,-0.33231728,1.577729764,-1.506044021,1.090428476,0.070448716,0.913884396,-0.027123673,0
0.64673094,2.001894689,-0.635219821,0.177082505,1.768141201,-1.126777637,-0.283053264,-2.407156766,0.83731153,0.212020368,0.31348677,0.135856399,0
0.845801394,1.254681195,1.298261878,0.568908711,0.120252699,-0.208912066,2.455261701,-1.876739017,2.196528924,-0.66684282,0.79112872,-0.046264502,0
0.680718923,-0.208300179,-1.982081009,0.646785699,0.330227118,-1.193567105,0.700511195,-2.905507504,1.929558682,0.360682411,-0.136792575,0.144467338,0
0.070724623,1.321927314,1.496650113,-0.584959092,1.815331834,-0.372443436,0.426553982,-2.5371623,1.488442257,0.67145711,0.046855044,0.662205836,0
0.075347849,1.324686693,-1.360409353,0.044780378,0.579758163,-0.415289606,0.937570933,-4.12608833,-0.045552842,1.4650848,1.716239311,-0.830759891,0
0.900251717,0.975293787,0.905344493,0.425241304,0.87647904,-0.349036426,-0.505358117,-3.046499803,1.743013806,-0.069437451,0.195748346,0.739392443,0
-0.047298794,0.677528792,0.916635397,-0.405570475,1.674526782,-0.770404903,1.571509423,-1.436253478,1.46657296,-1.680794,2.075109071,-2.513597309,0
0.444679186,2.024026272,0.470391101,-0.091466189,1.05480025,-0.808965028,0.656471662,-2.45827704,1.641530464,0.464310562,0.510633429,0.27739959,0
-1.202548615,-0.429148182,-1.218856367,0.322569186,0.945088945,-0.643906353,0.48944482,-1.812829036,1.744830968,-2.098652052,0.718442153,1.12111896,0
0.31018636,1.45936533,-1.871474035,-0.579465616,-0.111078842,-0.404305316,1.090887987,-2.387560002,1.044121888,2.211040037,-0.031591274,0.307745799,0
-1.973015519,0.420769375,-1.040006268,-1.018932437,-0.561953464,0.731100862,1.729683735,-3.046126707,1.40778568,-1.602904304,2.558111758,-1.908620804,0
0.16317854,0.4984089,1.625811803,-0.07865578,1.757896424,-0.469525416,0.203496198,-2.624794957,1.747932271,-0.692355639,1.066218747,-0.550821246,0
-1.314501894,-0.291604563,2.008646067,0.797272848,1.539087662,-0.567261515,0.015001799,-3.09320957,2.145311893,-0.25432998,0.73222056,0.155195207,0
-1.061374382,-0.143748355,-3.573014925,-0.41700793,2.204337663,-1.482155684,0.947911381,-1.429874817,1.509413599,-2.016539252,0.301971414,2.189084338,0
0.222002271,0.047099311,-1.481135194,-1.276827332,1.90431074,-1.019656425,0.331477834,-2.29452806,1.267261647,0.597295971,0.049952722,0.361831923,0
-0.619363599,-1.360642318,-1.282425776,0.27636378,-1.823943293,1.368893049,1.916503262,-2.767979406,1.971291063,-1.273715107,1.303849947,0.400279724,0
0.488603768,0.588265465,0.972211295,0.016872816,1.262171771,-0.660508198,1.209863042,-2.049010248,1.123723549,0.344199556,0.833118406,-0.158538233,0
-0.429727559,-0.564016774,1.468999509,0.638090299,1.269344384,-0.53420652,-0.793725974,-2.184599004,1.493795802,0.000500019,0.070285128,0.245123195,0
-0.611789179,-0.242636679,1.711014247,0.46958951,1.632092784,-0.453529572,-0.464794694,-3.376979741,2.10626784,-0.131402594,0.558811999,0.294334661,0
0.626783603,1.452976208,0.685561194,1.878375507,0.42667732,-1.325208695,0.590436046,-1.685657916,1.306650608,-0.369420955,0.394436437,-0.258050932,0
0.605265972,2.163813126,0.447595042,0.091939229,1.668547542,-0.834257977,-0.059126813,-2.618092785,1.069114413,-0.162861456,0.653983763,0.333651391,0
1.177568409,2.475935921,0.66062072,0.594311687,0.424647533,-0.862646316,1.239808688,-1.983252767,1.468625696,-0.245032581,0.761172011,-0.278356596,0
